Chrom,Start,End,Name
1,31537079,31537087,NUI105
1,31547103,31547122,NUI106
1,31983264,31989005,NUI107
1,32464911,32464915,NUI108
1,32464915,32465215,NUI109
1,32643039,32643044,NUI110
1,33182760,33182771,NUI111
1,33692987,33692993,NUI112
1,33935343,33935344,NUI113
1,34001122,34001124,NUI114
1,34153008,34156208,NUI115
1,34173261,34173280,NUI116
1,34210511,34210697,NUI117
1,34345881,34345889,NUI118
1,34688386,34688392,NUI119
1,34935499,34935502,NUI120
1,35607155,35607162,NUI121
1,36335725,36335731,NUI122
1,36564510,36564519,NUI123
1,36592016,36592022,NUI124
1,36934682,36934697,NUI125
1,37043770,37044755,NUI126
1,37478432,37478438,NUI127
1,37585057,37585058,NUI128
1,38042790,38042804,NUI129
1,38087552,38087565,NUI130
1,38092424,38092580,NUI131
1,38322649,38322649,NUI132
1,38518548,38518560,NUI133
1,38841284,38841284,NUI134
1,39008706,39008708,NUI135
1,39077256,39077267,NUI136
1,39400515,39400553,NUI137
1,39733583,39733587,NUI138
1,39759199,39761573,NUI139
1,39974791,39974798,NUI140
1,40393102,40393106,NUI141
1,42035576,42035594,NUI142
1,42148241,42149207,NUI143
1,42661474,42661488,NUI144
1,42765953,42765969,NUI145
1,43064547,43064564,NUI146
1,43117132,43117132,NUI147
1,43492016,43492999,NUI148
1,43658153,43658168,NUI149
1,44678555,44678556,NUI150
1,44772296,44772299,NUI151
1,44904797,44904801,NUI152
1,44923084,44923086,NUI153
1,45290263,45290277,NUI154
1,45599417,45599425,NUI155
1,45599425,45600703,NUI156
1,45659186,45659200,NUI157
1,46086751,46086764,NUI158
1,46091241,46091244,NUI159
1,46466648,46466650,NUI160
1,46852860,46852865,NUI161
1,46888927,46888938,NUI162
1,47287722,47287730,NUI163
1,47367659,47367674,NUI164
1,47540653,47540793,NUI165
1,47584218,47584219,NUI166
1,47752121,47752132,NUI167
1,48147663,48147667,NUI168
1,48157356,48157370,NUI169
1,48529810,48529825,NUI170
1,48530458,48530463,NUI171
1,48534021,48534023,NUI172
1,48563644,48563645,NUI173
1,48573083,48573842,NUI174
1,48608080,48608149,NUI175
1,48637604,48637606,NUI176
1,48760430,48760444,NUI177
1,48962126,48962127,NUI178
1,49048876,49048886,NUI179
1,49085933,49085933,NUI180
1,49523167,49523465,NUI181
1,49591241,49591552,NUI182
1,49827886,49827890,NUI183
1,49938066,49938069,NUI184
1,50114621,50114635,NUI185
1,50415067,50415081,NUI186
1,50678341,50678356,NUI187
1,51187713,51187715,NUI188
1,51797969,51797982,NUI189
1,53137811,53137811,NUI190
1,53374492,53374492,NUI191
1,53538116,53538118,NUI192
1,53809124,53809124,NUI193
1,54106694,54106695,NUI194
1,54910936,54910949,NUI195
1,55253117,55254021,NUI196
1,55318038,55318053,NUI197
1,55379880,55379894,NUI198
1,55503972,55504027,NUI199
1,55554796,55554805,NUI200
1,55731977,55731980,NUI201
1,56066924,56066924,NUI202
1,56200263,56200588,NUI203
1,56205682,56205693,NUI204
1,56411787,56411790,NUI205
1,56742324,56742618,NUI206
1,58200207,58200325,NUI207
1,58458054,58458067,NUI208
1,59208325,59208326,NUI209
1,59546497,59546513,NUI210
1,60143264,60143266,NUI211
1,60410120,60410136,NUI212
1,60530980,60531001,NUI213
1,60972426,60972766,NUI214
1,61525905,61525911,NUI215
1,61888114,61890286,NUI216
1,61966269,61966281,NUI217
1,62167443,62167445,NUI218
1,62515628,62515646,NUI219
1,62550949,62550952,NUI220
1,62674048,62674050,NUI221
1,63239956,63240092,NUI222
1,63735192,63735197,NUI223
1,63932369,63932371,NUI224
1,64152970,64152971,NUI225
1,64244271,64244284,NUI226
1,64329051,64329076,NUI227
1,64406152,64406157,NUI228
1,65650892,65650901,NUI229
1,65653212,65653225,NUI230
1,65982799,65982813,NUI231
1,66418900,66418912,NUI232
1,67666629,67666632,NUI233
1,68428102,68428110,NUI234
1,68696399,68696404,NUI235
1,68894658,68894659,NUI236
1,69950792,69950797,NUI237
1,70081937,70084659,NUI238
1,71185883,71186452,NUI239
1,71457477,71457482,NUI240
1,71967350,71967355,NUI241
1,72297702,72297812,NUI242
1,73909502,73911210,NUI243
1,74094046,74094051,NUI244
1,74129878,74129878,NUI245
1,74134477,74134478,NUI246
1,74320166,74320167,NUI247
1,74391643,74391643,NUI248
1,74483110,74483160,NUI249
1,74486734,74486748,NUI250
1,74702074,74702078,NUI251
1,74933505,74933964,NUI252
1,75478061,75478062,NUI253
1,75551337,75551338,NUI254
1,75848257,75848267,NUI255
1,77095923,77095935,NUI256
1,77154863,77154866,NUI257
1,77168151,77168154,NUI258
1,77457678,77457689,NUI259
1,77702370,77702372,NUI260
1,79275191,79275202,NUI261
1,79533588,79533592,NUI262
1,80288476,80288477,NUI263
1,81066813,81066823,NUI264
1,81557365,81557366,NUI265
1,82765175,82765199,NUI266
1,82856765,82856776,NUI267
1,83688234,83688243,NUI268
1,84169918,84169938,NUI269
1,84322348,84322351,NUI270
1,85316440,85316441,NUI271
1,85407091,85407092,NUI272
1,86272386,86272394,NUI273
1,86370545,86371510,NUI274
1,86552584,86552584,NUI275
1,87316523,87316741,NUI276
1,87447997,87448011,NUI277
1,87470551,87470567,NUI278
1,87913665,87913666,NUI279
1,88107042,88107082,NUI280
1,88223333,88223341,NUI281
1,88454619,88454627,NUI282
1,89008124,89008125,NUI283
1,89043970,89043971,NUI284
1,89043971,89045149,NUI285
1,89989238,89989252,NUI286
1,90438071,90438076,NUI287
1,90559529,90559542,NUI288
1,90638843,90638843,NUI289
1,90976064,90976067,NUI290
1,90979485,90979495,NUI291
1,90988625,90988636,NUI292
1,91190044,91190668,NUI293
1,91190668,91194196,NUI294
1,91241307,91241317,NUI295
1,91484154,91484158,NUI296
1,91602839,91602845,NUI297
1,91637745,91637759,NUI298
1,91849713,91849714,NUI299
1,92302289,92303713,NUI300
1,92475300,92475315,NUI301
1,92628787,92628789,NUI302
1,92698094,92698099,NUI303
1,93101061,93101065,NUI304
1,93143846,93143848,NUI305
1,93276391,93276391,NUI306
1,93412307,93413210,NUI307
1,93453785,93453974,NUI308
1,93464549,93464552,NUI309
1,93624408,93624819,NUI310
1,93656871,93656872,NUI311
1,93723968,93723972,NUI312
1,93727636,93727666,NUI313
1,93809880,93810023,NUI314
1,94603774,94603782,NUI315
1,94839432,94839444,NUI316
1,95022714,95022778,NUI317
1,95460953,95460960,NUI318
1,95460960,95462499,NUI319
1,95973303,95974074,NUI320
1,96261128,96261801,NUI321
1,96402293,96402296,NUI322
1,96627981,96628029,NUI323
1,97203595,97203597,NUI324
1,97225930,97225955,NUI325
1,97545709,97545711,NUI326
1,98554016,98554049,NUI327
1,98905125,98906147,NUI328
1,99715258,99715389,NUI329
1,99789739,99789750,NUI330
1,100479966,100479983,NUI331
1,100555036,100555039,NUI332
1,100652354,100652355,NUI333
1,100783371,100783373,NUI334
1,101455765,101455782,NUI335
1,101473241,101473253,NUI336
1,101538453,101538457,NUI337
1,101883892,101883908,NUI338
1,102163516,102163522,NUI339
1,102964345,102964345,NUI340
1,103066400,103066402,NUI341
1,103113550,103113552,NUI342
1,103179326,103179327,NUI343
1,103227844,103227850,NUI344
1,103307256,103307258,NUI345
1,103487961,103489804,NUI346
1,103489791,103490464,NUI347
1,103681797,103681813,NUI348
1,103953564,103953565,NUI349
1,103998192,103998203,NUI350
1,104440944,104440950,NUI351
1,106335548,106335550,NUI352
1,106768784,106768850,NUI353
1,106785448,106785448,NUI354
1,107082963,107082978,NUI355
1,107806270,107806286,NUI356
1,107839529,107839529,NUI357
1,108806382,108806397,NUI358
1,108806397,108808262,NUI359
1,108817022,108817025,NUI360
1,109199659,109199673,NUI361
1,109772061,109772065,NUI362
1,110865673,110865673,NUI363
1,111093407,111093413,NUI364
1,111262317,111262322,NUI365
1,111470175,111470436,NUI366
1,111843316,111843330,NUI367
1,112169168,112169174,NUI368
1,112236219,112236230,NUI369
1,112728843,112728862,NUI370
1,112982780,112982783,NUI371
1,113065110,113065111,NUI372
1,113226611,113226613,NUI373
1,113452985,113453188,NUI374
1,115264134,115264136,NUI375
1,115473453,115474496,NUI376
1,115979204,115979206,NUI377
1,117045645,117045646,NUI378
1,117190671,117190683,NUI379
1,117503126,117503128,NUI380
1,118188356,118188727,NUI381
1,118672588,118673709,NUI382
1,118912143,118912165,NUI383
1,118976071,118976270,NUI384
1,119103569,119103582,NUI385
1,119834905,119834906,NUI386
1,120194845,120194861,NUI387
1,121830065,121830080,NUI388
1,121884663,121884685,NUI389
1,122265450,122265455,NUI390
1,122459261,122459262,NUI391
1,122956258,122956259,NUI392
1,123025704,123025709,NUI393
1,123272898,123272903,NUI394
1,123365246,123365741,NUI395
1,123689667,123689671,NUI396
1,123924241,123924247,NUI397
1,124205244,124205245,NUI398
1,124242607,124242620,NUI399
1,124911770,124911788,NUI400
1,124924724,124924923,NUI401
1,124964151,124964197,NUI402
1,127254446,127255280,NUI403
1,127255280,127255282,NUI404
1,127708301,127708313,NUI405
1,127959394,127959541,NUI406
1,128072323,128074916,NUI407
1,128282625,128282626,NUI408
1,128484395,128484403,NUI409
1,128551931,128551935,NUI410
1,129152609,129152651,NUI411
1,129583780,129583939,NUI412
1,129953763,129953769,NUI413
1,130018354,130018357,NUI414
1,130021163,130021176,NUI415
1,130573984,130574280,NUI416
1,131003846,131004057,NUI417
1,131225339,131225366,NUI418
1,131281572,131281573,NUI419
1,131830105,131830109,NUI420
1,132433569,132433569,NUI421
1,132787759,132787760,NUI422
1,132799795,132799818,NUI423
1,133368386,133368393,NUI424
1,133743624,133743637,NUI425
1,133747627,133747633,NUI426
1,133814239,133814240,NUI427
1,134008499,134008500,NUI428
1,134816301,134816328,NUI429
1,135077465,135077480,NUI430
1,135234099,135234100,NUI431
1,135573430,135573900,NUI432
1,135612409,135612412,NUI433
1,135890856,135890872,NUI434
1,135962180,135964724,NUI435
1,136223023,136223023,NUI436
1,136998724,136998724,NUI437
1,137053738,137053944,NUI438
1,137056457,137056457,NUI439
1,137502940,137502948,NUI440
1,139272101,139273141,NUI441
1,139278189,139278194,NUI442
1,140686782,140686816,NUI443
1,140770002,140770005,NUI444
1,140959244,140959250,NUI445
1,140965972,140965972,NUI446
1,141326167,141326168,NUI447
1,141831844,141831861,NUI448
1,142524282,142524296,NUI449
1,143259886,143259887,NUI450
1,143575826,143575841,NUI451
1,143804054,143804057,NUI452
1,145942862,145942864,NUI453
1,146904229,146904230,NUI454
1,147005814,147005904,NUI455
1,147005876,147005903,NUI456
1,147445002,147445016,NUI457
1,147784116,147784134,NUI458
1,147923726,147923829,NUI459
1,148099214,148102741,NUI460
1,148520966,148521013,NUI461
1,149651841,149652511,NUI462
1,149789265,149789282,NUI463
1,151198473,151198475,NUI464
1,151236062,151236073,NUI465
1,151500575,151501259,NUI466
1,153764381,153764393,NUI467
1,154064071,154064099,NUI468
1,155087933,155087935,NUI469
1,155144232,155144234,NUI470
1,155356598,155356599,NUI471
1,155444647,155444651,NUI472
1,155549943,155549955,NUI473
1,156366480,156366484,NUI474
1,156469083,156469110,NUI475
1,156885207,156885900,NUI476
2,408204,408207,NUI477
2,562475,565885,NUI478
2,1071212,1071215,NUI479
2,1261254,1261254,NUI480
2,1581962,1581977,NUI481
2,1720690,1720703,NUI482
2,2557227,2557241,NUI483
2,2573539,2573549,NUI484
2,2743903,2743904,NUI485
2,3460289,3460289,NUI486
2,3501948,3501959,NUI487
2,3558295,3558304,NUI488
2,4143421,4143435,NUI489
2,4148259,4148273,NUI490
2,5798045,5798050,NUI491
2,6073149,6073149,NUI492
2,6291724,6291727,NUI493
2,6410520,6410520,NUI494
2,6453048,6453662,NUI495
2,6894697,6894715,NUI496
2,7086552,7086554,NUI497
2,7369600,7369602,NUI498
2,7406972,7406973,NUI499
2,7426021,7426552,NUI500
2,7467131,7467133,NUI501
2,8283008,8283009,NUI502
2,8336893,8339967,NUI503
2,8466930,8466935,NUI504
2,8468785,8468792,NUI505
2,8574700,8574710,NUI506
2,8746761,8746768,NUI507
2,8837314,8837319,NUI508
2,8958322,8958327,NUI509
2,9211191,9211206,NUI510
2,9468160,9468174,NUI511
2,9469739,9469742,NUI512
2,9809409,9809421,NUI513
2,10372773,10372776,NUI514
2,10984033,10984047,NUI515
2,11426726,11427155,NUI516
2,11485848,11485864,NUI517
2,11831637,11831639,NUI518
2,11896399,11896400,NUI519
2,12833113,12833114,NUI520
2,13182352,13182353,NUI521
2,13201055,13201055,NUI522
2,13247783,13248234,NUI523
2,13529753,13529754,NUI524
2,13717534,13717562,NUI525
2,13766124,13766128,NUI526
2,13774088,13774239,NUI527
2,14109454,14109468,NUI528
2,14154535,14154550,NUI529
2,14160906,14160908,NUI530
2,14894913,14894921,NUI531
2,15263732,15263764,NUI532
2,15288750,15289968,NUI533
2,15388769,15388773,NUI534
2,15435417,15435437,NUI535
2,15831539,15831581,NUI536
2,16572426,16575597,NUI537
2,16897571,16897571,NUI538
2,16955908,16956286,NUI539
2,16956286,16956287,NUI540
2,17094191,17094198,NUI541
2,17495573,17496306,NUI542
2,17681393,17681407,NUI543
2,17848903,17851576,NUI544
2,17896962,17896964,NUI545
2,17995371,17995379,NUI546
2,18336844,18336848,NUI547
2,18373842,18373842,NUI548
2,18705004,18705007,NUI549
2,20103427,20103429,NUI550
2,20459269,20459273,NUI551
2,20720636,20720650,NUI552
2,20888254,20888273,NUI553
2,20915259,20915274,NUI554
2,21352619,21352620,NUI555
2,22659852,22659869,NUI556
2,23560988,23561550,NUI557
2,23623438,23623438,NUI558
2,24080469,24084376,NUI559
2,24340829,24340844,NUI560
2,24363117,24363120,NUI561
2,25298183,25298187,NUI562
2,25944884,25944893,NUI563
2,26063244,26063246,NUI564
2,26406399,26407615,NUI565
2,26639738,26639740,NUI566
2,26922454,26922848,NUI567
2,27891773,27891779,NUI568
2,28109966,28109968,NUI569
2,28706172,28706178,NUI570
2,28767113,28767113,NUI571
2,29078777,29078780,NUI572
2,29092132,29092141,NUI573
2,29166858,29166860,NUI574
2,29365484,29365565,NUI575
2,29816471,29816480,NUI576
2,30023390,30023396,NUI577
2,30148046,30148886,NUI578
2,30628316,30628344,NUI579
2,31620671,31620683,NUI580
2,31813229,31813243,NUI581
2,31907724,31909066,NUI582
2,31938617,31938618,NUI583
2,32645598,32645609,NUI584
2,33521656,33521667,NUI585
2,33538874,33538879,NUI586
2,33942944,33942945,NUI587
2,34857573,34858185,NUI588
2,35316085,35316418,NUI589
2,35365503,35365517,NUI590
2,35780417,35780427,NUI591
2,35780427,35782480,NUI592
2,36081429,36081443,NUI593
2,36310120,36310134,NUI594
2,39363575,39364204,NUI595
2,39364204,39364206,NUI596
2,39473051,39473057,NUI597
2,39553088,39553102,NUI598
2,39731028,39731029,NUI599
2,39825869,39825886,NUI600
2,39950117,39950131,NUI601
2,40385265,40385279,NUI602
2,40872450,40872456,NUI603
2,41034790,41034791,NUI604
2,41322217,41322219,NUI605
2,41331925,41331966,NUI606
2,41479305,41479326,NUI607
2,41499173,41499176,NUI608
2,42772637,42772642,NUI609
2,43473404,43473416,NUI610
2,43521678,43521683,NUI611
2,43641100,43641105,NUI612
2,44119098,44119268,NUI613
2,44169079,44169657,NUI614
2,44475313,44475326,NUI615
2,45291853,45291855,NUI616
2,45636536,45637146,NUI617
2,45690543,45690549,NUI618
2,46196236,46196236,NUI619
2,46615122,46615132,NUI620
2,46629884,46632977,NUI621
2,46921132,46921134,NUI622
2,47106684,47106710,NUI623
2,47635207,47635208,NUI624
2,47886407,47886549,NUI625
2,47886549,47886552,NUI626
2,48292497,48292499,NUI627
2,48529898,48529903,NUI628
2,48615983,48615983,NUI629
2,49091907,49091907,NUI630
2,49146490,49146491,NUI631
2,49716643,49716647,NUI632
2,50062507,50062526,NUI633
2,50662679,50662692,NUI634
2,50904638,50904639,NUI635
2,51058387,51058401,NUI636
2,51284725,51284727,NUI637
2,52116196,52116205,NUI638
2,52453079,52453080,NUI639
2,52711566,52711749,NUI640
2,52831218,52831222,NUI641
2,53063704,53063719,NUI642
2,53351393,53351396,NUI643
2,53372544,53372546,NUI644
2,53620773,53620790,NUI645
2,53622273,53622275,NUI646
2,53951105,53951121,NUI647
2,53969210,53969211,NUI648
2,55154159,55154164,NUI649
2,55266991,55267084,NUI650
2,55392516,55392518,NUI651
2,56386894,56386906,NUI652
2,57285665,57285668,NUI653
2,57344569,57344584,NUI654
2,58218125,58218142,NUI655
2,58761717,58761734,NUI656
2,58850843,58851577,NUI657
2,59023109,59023110,NUI658
2,59253745,59253753,NUI659
2,59378147,59378149,NUI660
2,59678418,59678418,NUI661
2,60197365,60197370,NUI662
2,60519904,60520799,NUI663
2,61427279,61427293,NUI664
2,64010705,64010721,NUI665
2,64240566,64240609,NUI666
2,64282823,64287872,NUI667
2,64287872,64287887,NUI668
2,64757425,64757438,NUI669
2,65123025,65123027,NUI670
2,65123027,65125059,NUI671
2,65362804,65362817,NUI672
2,65804919,65804935,NUI673
2,65854813,65854815,NUI674
2,66469693,66469697,NUI675
2,66760231,66760232,NUI676
2,66961300,66961307,NUI677
2,67817359,67817370,NUI678
2,68188356,68188367,NUI679
2,68276574,68276576,NUI680
2,69124841,69124847,NUI681
2,69207253,69208005,NUI682
2,69879155,69879159,NUI683
2,70102046,70102046,NUI684
2,71024721,71024874,NUI685
2,71289875,71290359,NUI686
2,71766343,71766359,NUI687
2,71918775,71918783,NUI688
2,72323707,72323747,NUI689
2,72531840,72531842,NUI690
2,72560552,72560707,NUI691
2,73422752,73422762,NUI692
2,73855464,73855470,NUI693
2,74583569,74583591,NUI694
2,74823220,74823222,NUI695
2,75817663,75817668,NUI696
2,76213048,76213048,NUI697
2,76794684,76794685,NUI698
2,77709518,77709518,NUI699
2,77786053,77786063,NUI700
2,77811603,77811624,NUI701
2,78499225,78500714,NUI702
2,78610831,78610846,NUI703
2,78630301,78630307,NUI704
2,78715335,78715336,NUI705
2,79002394,79002394,NUI706
2,79547152,79547169,NUI707
2,79731601,79731605,NUI708
2,79808787,79808805,NUI709
2,81173454,81173463,NUI710
2,81734941,81734946,NUI711
2,81849560,81849562,NUI712
2,82243123,82243139,NUI713
2,83412941,83412944,NUI714
2,83482114,83482125,NUI715
2,83588775,83588790,NUI716
2,84247724,84247728,NUI717
2,84256536,84256550,NUI718
2,84750273,84750279,NUI719
2,84769887,84771829,NUI720
2,85321885,85323206,NUI721
2,85425802,85425809,NUI722
2,85774481,85774491,NUI723
2,85869361,85869366,NUI724
2,85894067,85894070,NUI725
2,85907532,85907547,NUI726
2,86474631,86474632,NUI727
2,86841398,86841405,NUI728
2,86949839,86949840,NUI729
2,87610569,87610570,NUI730
2,88569385,88569396,NUI731
2,88667276,88667289,NUI732
2,90154935,90154947,NUI733
2,90339208,90339220,NUI734
2,90901939,90901957,NUI735
2,91184820,91184830,NUI736
2,91258198,91258668,NUI737
2,92645238,92645252,NUI738
2,93018459,93018466,NUI739
2,94699358,94699550,NUI740
2,94805264,94805267,NUI741
2,95200372,95200376,NUI742
2,95405482,95405494,NUI743
2,95881360,95881364,NUI744
2,95955321,95955335,NUI745
2,96206355,96206362,NUI746
2,96487909,96487922,NUI747
2,96571537,96571538,NUI748
2,97394485,97394499,NUI749
2,97701197,97701207,NUI750
2,97785200,97785207,NUI751
2,98284982,98284982,NUI752
2,98590395,98591474,NUI753
2,98690832,98690847,NUI754
2,99164498,99164500,NUI755
2,99741598,99741849,NUI756
2,100437860,100441709,NUI757
2,100956976,100956986,NUI758
2,101011520,101011897,NUI759
2,101532942,101532957,NUI760
2,101558185,101558729,NUI761
2,102007382,102007397,NUI762
2,102282642,102282649,NUI763
2,102506314,102506314,NUI764
2,102878966,102878967,NUI765
2,103580281,103580286,NUI766
2,104776434,104776435,NUI767
2,105236683,105236718,NUI768
2,105746650,105746651,NUI769
2,105771033,105771036,NUI770
2,106446169,106446170,NUI771
2,107441756,107441762,NUI772
2,108070188,108070188,NUI773
2,108340113,108340122,NUI774
2,108523209,108524993,NUI775
2,108550778,108552185,NUI776
2,108869964,108870025,NUI777
2,108892362,108892363,NUI778
2,109023827,109023829,NUI779
2,110085215,110085228,NUI780
2,110933495,110933510,NUI781
2,111061001,111061201,NUI782
2,111421978,111421981,NUI783
2,111579827,111579988,NUI784
2,111708536,111708547,NUI785
2,111818961,111818974,NUI786
2,112146442,112146443,NUI787
2,112540870,112540871,NUI788
2,112848416,112848432,NUI789
2,112908114,112908130,NUI790
2,112919429,112919430,NUI791
2,113267618,113267636,NUI792
2,113856498,113856500,NUI793
2,114222556,114222564,NUI794
2,114256493,114256505,NUI795
2,114321217,114321231,NUI796
2,115005351,115005358,NUI797
2,115444652,115444658,NUI798
2,115805320,115805334,NUI799
2,117192273,117192282,NUI800
2,118232298,118232299,NUI801
2,118344530,118345364,NUI802
2,118992480,118992481,NUI803
2,119340275,119341091,NUI804
2,120970594,120970595,NUI805
2,122479100,122479105,NUI806
2,122595900,122595991,NUI807
2,122689458,122689460,NUI808
2,123901435,123901451,NUI809
2,124133049,124133078,NUI810
2,124566097,124566098,NUI811
2,124704789,124704789,NUI812
2,124965669,124965675,NUI813
2,124992703,124992708,NUI814
2,125922813,125922903,NUI815
2,126016606,126017151,NUI816
2,126133178,126133197,NUI817
2,126749639,126749641,NUI818
2,126865197,126865203,NUI819
2,127966067,127966217,NUI820
2,129397913,129398005,NUI821
2,129609811,129609811,NUI822
2,129848644,129848648,NUI823
2,130945517,130945524,NUI824
2,131647586,131647595,NUI825
2,131749105,131749110,NUI826
2,131875339,131875344,NUI827
2,132144835,132144839,NUI828
2,132389983,132389998,NUI829
2,132513046,132513046,NUI830
2,132826534,132826539,NUI831
2,133038618,133039267,NUI832
2,133583691,133583738,NUI833
2,133588037,133588037,NUI834
2,133671042,133671052,NUI835
2,134130047,134130051,NUI836
2,134485703,134485703,NUI837
3,318661,319185,NUI838
3,319185,319200,NUI839
3,2126039,2126054,NUI840
3,2794987,2795001,NUI841
3,3534951,3535650,NUI842
3,3602247,3602259,NUI843
3,3649303,3649319,NUI844
3,3882664,3882668,NUI845
3,4151411,4151419,NUI846
3,4324551,4324556,NUI847
3,4467254,4467261,NUI848
3,4537403,4537405,NUI849
3,4830777,4830780,NUI850
3,5116817,5116818,NUI851
3,5385764,5385777,NUI852
3,5688812,5688822,NUI853
3,5926899,5926904,NUI854
3,5929405,5929421,NUI855
3,6154357,6154368,NUI856
3,6490204,6490209,NUI857
3,6565850,6565864,NUI858
3,6711815,6712035,NUI859
3,6712035,6712037,NUI860
3,6850188,6850248,NUI861
3,7125958,7125968,NUI862
3,7502644,7502648,NUI863
3,7762214,7762230,NUI864
3,8065399,8065399,NUI865
3,8349043,8349050,NUI866
3,8898561,8898564,NUI867
3,9093562,9093565,NUI868
3,9972337,9972339,NUI869
3,10227628,10227634,NUI870
3,10602404,10602449,NUI871
3,10730335,10730335,NUI872
3,11102077,11107653,NUI873
3,11139759,11139770,NUI874
3,11483293,11483307,NUI875
3,11644556,11645750,NUI876
3,12443130,12443138,NUI877
3,12528752,12528819,NUI878
3,14475717,14475734,NUI879
3,14988270,14988285,NUI880
3,15955322,15955345,NUI881
3,16055924,16055925,NUI882
3,17261393,17261408,NUI883
3,17904149,17904150,NUI884
3,18287190,18287280,NUI885
3,18590783,18590784,NUI886
3,21551049,21551050,NUI887
3,21662176,21662181,NUI888
3,21866755,21866758,NUI889
3,22399983,22399984,NUI890
3,22483623,22483635,NUI891
3,23031431,23031432,NUI892
3,23524515,23524516,NUI893
3,23731274,23731294,NUI894
3,24022147,24022157,NUI895
3,24038661,24038667,NUI896
3,24508472,24508488,NUI897
3,24717851,24717862,NUI898
3,24932168,24932181,NUI899
3,24971214,24972507,NUI900
3,25001181,25001226,NUI901
3,25115591,25115597,NUI902
3,25262292,25263506,NUI903
3,25277262,25277276,NUI904
3,25320604,25320855,NUI905
3,25577763,25577946,NUI906
3,26027459,26027460,NUI907
3,26086444,26086572,NUI908
3,26526969,26526983,NUI909
3,27299839,27299842,NUI910
3,27929566,27929567,NUI911
3,28437237,28437239,NUI912
3,28438087,28438099,NUI913
3,28493784,28493785,NUI914
3,29281310,29281341,NUI915
3,29571331,29571336,NUI916
3,29685178,29685193,NUI917
3,29705366,29705367,NUI918
3,29775772,29775778,NUI919
3,29789502,29789690,NUI920
3,29917926,29917930,NUI921
3,30023838,30023852,NUI922
3,30280878,30280879,NUI923
3,30707698,30707716,NUI924
3,31132182,31132187,NUI925
3,31240515,31240518,NUI926
3,31523780,31523940,NUI927
3,32190529,32190534,NUI928
3,32339467,32339468,NUI929
3,32520981,32520982,NUI930
3,32747270,32750512,NUI931
3,32935427,32935550,NUI932
